날짜,종가,전일비,시가,고가,저가,거래량,등락
2021.04.02,23990.0,750.0,23510.0,24330.0,23510.0,683749.0,1.0
2021.04.01,23240.0,150.0,23270.0,23495.0,23160.0,108611.0,1.0
2021.03.31,23090.0,280.0,23370.0,23395.0,23090.0,254613.0,0.0
2021.03.30,23370.0,675.0,22745.0,23370.0,22730.0,224043.0,1.0
2021.03.29,22695.0,120.0,22840.0,22840.0,22470.0,150275.0,0.0
2021.03.26,22815.0,145.0,22840.0,22885.0,22600.0,200329.0,1.0
2021.03.25,22670.0,160.0,22665.0,22860.0,22540.0,182420.0,0.0
2021.03.24,22830.0,470.0,23135.0,23150.0,22810.0,162809.0,0.0
2021.03.23,23300.0,440.0,23840.0,23995.0,23255.0,138170.0,0.0
2021.03.22,23740.0,0.0,23875.0,24095.0,23650.0,136674.0,0.0
2021.03.19,23740.0,5.0,23405.0,23795.0,23295.0,127773.0,0.0
2021.03.18,23745.0,275.0,23700.0,24080.0,23575.0,333562.0,1.0
2021.03.17,23470.0,260.0,23675.0,23675.0,23275.0,109413.0,0.0
2021.03.16,23730.0,300.0,23590.0,23780.0,23570.0,158310.0,1.0
2021.03.15,23430.0,75.0,23480.0,23750.0,23195.0,191281.0,0.0
2021.03.12,23505.0,425.0,23235.0,23505.0,23115.0,236613.0,1.0
2021.03.11,23080.0,535.0,22560.0,23190.0,22555.0,166482.0,1.0
2021.03.10,22545.0,485.0,23405.0,23405.0,22455.0,284314.0,0.0
2021.03.09,23030.0,135.0,23165.0,23290.0,22510.0,288284.0,0.0
2021.03.08,23165.0,215.0,23530.0,23590.0,23040.0,192529.0,0.0
2021.03.05,23380.0,40.0,23010.0,23480.0,22525.0,250684.0,1.0
2021.03.04,23340.0,425.0,23385.0,23840.0,23110.0,282014.0,0.0
2021.03.03,23765.0,200.0,23440.0,23765.0,23335.0,197542.0,1.0
2021.03.02,23565.0,530.0,23580.0,24175.0,23300.0,435357.0,1.0
2021.02.26,23035.0,465.0,22735.0,24020.0,22665.0,435564.0,0.0
2021.02.25,23500.0,650.0,23230.0,23500.0,22850.0,374419.0,1.0
2021.02.24,22850.0,1175.0,24080.0,24265.0,22795.0,483259.0,0.0
2021.02.23,24025.0,135.0,24075.0,24265.0,23600.0,314486.0,0.0
2021.02.22,24160.0,230.0,24410.0,24610.0,24090.0,321392.0,0.0
2021.02.19,24390.0,410.0,23980.0,24400.0,23735.0,502126.0,1.0
2021.02.18,23980.0,465.0,24370.0,24530.0,23980.0,488176.0,0.0
2021.02.17,24445.0,420.0,24765.0,24770.0,24310.0,696729.0,0.0
2021.02.16,24865.0,130.0,25080.0,25080.0,24725.0,680531.0,0.0
2021.02.15,24995.0,120.0,25140.0,25290.0,24880.0,644864.0,0.0
2021.02.10,25115.0,500.0,24800.0,25205.0,24500.0,858500.0,1.0
2021.02.09,24615.0,75.0,24375.0,24995.0,24255.0,1173265.0,1.0
2021.02.08,24540.0,1855.0,25335.0,25350.0,24320.0,2387713.0,0.0
2021.02.05,26395.0,170.0,26450.0,26450.0,25700.0,962954.0,1.0
2021.02.04,26225.0,5.0,26590.0,26645.0,25735.0,1197507.0,0.0
2021.02.03,26230.0,1220.0,25485.0,26580.0,25485.0,3015198.0,1.0
2021.02.02,25010.0,60.0,24860.0,25300.0,24565.0,883053.0,1.0
2021.02.01,24950.0,1430.0,23375.0,24950.0,23130.0,587596.0,1.0
2021.01.29,23520.0,1230.0,25005.0,25085.0,23300.0,1068651.0,0.0
2021.01.28,24750.0,650.0,24700.0,25370.0,24655.0,807392.0,0.0
2021.01.27,25400.0,155.0,25570.0,26000.0,25085.0,1039161.0,0.0
2021.01.26,25555.0,620.0,26180.0,26200.0,25400.0,2110793.0,0.0
2021.01.25,26175.0,375.0,25185.0,26265.0,25185.0,1593665.0,1.0
2021.01.22,25800.0,435.0,26005.0,26120.0,25630.0,2225960.0,0.0
2021.01.21,26235.0,1190.0,25200.0,26245.0,25020.0,1478572.0,1.0
2021.01.20,25045.0,490.0,25160.0,26385.0,24755.0,2863959.0,1.0
2021.01.19,24555.0,1710.0,23065.0,24555.0,23065.0,2090473.0,1.0
2021.01.18,22845.0,175.0,22440.0,23130.0,22280.0,536404.0,1.0
2021.01.15,22670.0,685.0,23405.0,23650.0,22660.0,786172.0,0.0
2021.01.14,23355.0,240.0,23180.0,23605.0,23000.0,898006.0,0.0
2021.01.13,23595.0,240.0,23220.0,24155.0,22735.0,1339639.0,1.0
2021.01.12,23355.0,465.0,23455.0,23955.0,22630.0,1174448.0,0.0
2021.01.11,23820.0,320.0,24250.0,25720.0,23180.0,2193653.0,1.0
2021.01.08,23500.0,2655.0,21400.0,24660.0,21400.0,2765046.0,1.0
2021.01.07,20845.0,585.0,20400.0,21160.0,20330.0,737487.0,1.0
2021.01.06,20260.0,490.0,20720.0,20845.0,20170.0,812482.0,0.0
2021.01.05,20750.0,30.0,20500.0,20820.0,20225.0,813773.0,1.0
2021.01.04,20720.0,1255.0,19495.0,20810.0,19475.0,1416046.0,1.0
2020.12.30,19465.0,255.0,19230.0,19490.0,19160.0,757385.0,1.0
